,TICKER,CIK,YEAR,ACCESSION NUMBER,CONFORMED SUBMISSION TYPE,CONFORMED PERIOD OF REPORT,FILED AS OF DATE,DATE AS OF CHANGE,COMPANY CONFORMED NAME,FISCAL YEAR END,YEAR-1 REVENUE,REVENUE,YEAR+1 REVENUE,YEAR-1 NET INCOME,NET INCOME,YEAR+1 NET INCOME,Y-1 PROFIT MARGIN,Y PROFIT MARGIN,Y+1 PROFIT MARGIN,CURRENT REVENUE YOY,NEXT REVENUE YOY,CURRENT PROFIT MARGIN YOY,NEXT PROFIT MARGIN YOY,YEAR-1 ROE,ROE,YEAR+1 ROE,YEAR-1 ASSET,ASSET,YEAR+1 ASSET
453,BLDR US,0001316835,2010,0000950123-11-021379,10-K,2010-12-31,2011-03-03,20110302,"Builders FirstSource, Inc.",1231,677.89,700.34,779.09,-61.85,-95.51,-65.0,-0.0912389915768045,-0.136376617071708,-0.0834306691139663,0.1415553787973932,0.4084591406393253,-0.0451376254949035,0.0529459479577417,-82.79157548,-92.52320152,-49.85636427,434.951,412.804,493.794
454,BLDR US,0001316835,2011,0001193125-12-094395,10-K,2011-12-31,2012-03-02,20120302,"Builders FirstSource, Inc.",1231,700.34,779.09,1070.68,-95.51,-65.0,-56.86,-0.136376617071708,-0.0834306691139663,-0.053106437030672,0.4084591406393253,0.0772268462666747,0.0529459479577417,0.0303242320832942,-92.52320152,-49.85636427,-76.15322797,412.804,493.794,550.841
455,BLDR US,0001316835,2012,0001193125-13-087218,10-K,2012-12-31,2013-03-01,20130301,"Builders FirstSource, Inc.",1231,779.09,1070.68,1489.89,-65.0,-56.86,-42.69,-0.0834306691139663,-0.053106437030672,-0.0286531220425668,0.0772268462666747,0.039962293642289,0.0303242320832942,0.0244533149881051,-49.85636427,-76.15322797,-134.536115,493.794,550.841,515.839
456,BLDR US,0001316835,2013,0001564590-14-000455,10-K,2013-12-31,2014-02-28,20140228,"Builders FirstSource, Inc.",1231,1070.68,1489.89,1604.1,-56.86,-42.69,18.15,-0.053106437030672,-0.0286531220425668,0.0113147559379091,0.039962293642289,0.1755696212338372,0.0244533149881051,0.039967877980476,-76.15322797,-134.536115,65.32536712,550.841,515.839,574.065
457,BLDR US,0001316835,2014,0001564590-15-001235,10-K,2014-12-31,2015-03-03,20150303,"Builders FirstSource, Inc.",1231,1489.89,1604.1,3564.43,-42.69,18.15,-22.83,-0.0286531220425668,0.0113147559379091,-0.0064049511422583,0.1755696212338372,-1.0,0.039967877980476,-0.0177197070801674,-134.536115,65.32536712,-24.10940099,515.839,574.065,2882.038
458,BLDR US,0001316835,2015,0001564590-16-014562,10-K,2015-12-31,2016-03-11,20160311,"Builders FirstSource, Inc.",1231,1604.1,3564.43,7034.21,18.15,-22.83,38.78,0.0113147559379091,-0.0064049511422583,0.0055130569033338,1.0,0.1485142811056192,-0.0177197070801674,0.0119180080455922,65.32536712,-24.10940099,11.30923306,574.065,2882.038,3006.124
459,BLDR US,0001316835,2017,0001564590-18-004035,10-K,2017-12-31,2018-03-01,20180301,"Builders FirstSource, Inc.",1231,3564.43,7034.21,7280.43,-22.83,38.78,221.81,-0.0064049511422583,0.0055130569033338,0.030466607054803,0.1485142811056192,0.1616875495320165,0.0119180080455922,0.0249535501514692,-24.10940099,11.30923306,31.21232738,2882.038,3006.124,3249.49
460,BLDR US,0001316835,2019,0001564590-20-005717,10-K,2019-12-31,2020-02-21,20200221,"Builders FirstSource, Inc.",1231,7034.21,7280.43,8558.87,38.78,221.81,313.54,0.0055130569033338,0.030466607054803,0.0366333406162262,0.1616875495320165,0.0192054438452336,0.0249535501514692,0.0061667335614231,11.30923306,31.21232738,31.70665852,3006.124,3249.49,4173.671
461,BLDR US,0001316835,2020,0001564590-21-009308,10-K,2020-12-31,2021-02-26,20210226,"Builders FirstSource, Inc.",1231,7280.43,8558.87,19893.86,221.81,313.54,1725.42,0.030466607054803,0.0366333406162262,0.0867312829184482,0.0192054438452336,-0.090193137865443,0.0061667335614231,0.0500979423022219,31.21232738,31.70665852,57.94591138,3249.49,4173.671,10714.343
462,BLDR US,0001316835,2021,0001564590-22-007980,10-K,2021-12-31,2022-03-01,20220301,"Builders FirstSource, Inc.",1231,8558.87,19893.86,0.0,313.54,1725.42,0.0,0.0366333406162262,0.0867312829184482,0.0,-0.090193137865443,0.1341131221508761,0.0500979423022219,0.0,31.70665852,57.94591138,0,4173.671,10714.343,0
463,BLK US,0001364742,2006,0001193125-07-053304,10-K,2006-12-31,2007-03-13,20070313,BlackRock Inc.,1231,0.0,2097.98,4844.66,0.0,322.6,995.27,0.0,0.1537669567870046,0.2054365012198998,0.1341131221508761,0.0757510438863364,0.0,0.0516695444328952,0,5.512680839,8.894861663,0,20469.492,22561.515
464,BLK US,0001364742,2007,0001193125-08-041884,10-K,2007-12-31,2008-02-28,20080228,BlackRock Inc.,1231,2097.98,4844.66,5064.0,322.6,995.27,784.0,0.1537669567870046,0.2054365012198998,0.1548183254344391,0.0757510438863364,0.0854048112483826,0.0516695444328952,-0.0506181757854606,5.512680839,8.894861663,6.414311538,20469.492,22561.515,19924.0
465,BLK US,0001364742,2008,0001193125-09-041298,10-K,2008-12-31,2009-03-02,20090227,BlackRock Inc.,0226,4844.66,5064.0,4700.0,995.27,784.0,875.0,0.2054365012198998,0.1548183254344391,0.1861702127659574,0.0854048112483826,0.2888377849979605,-0.0506181757854606,0.0313518873315182,8.894861663,6.414311538,4.665219661,22561.515,19924.0,178124.0
466,BLK US,0001364742,2009,0001193125-10-052764,10-K,2009-12-31,2010-03-10,20100310,BlackRock Inc.,0226,5064.0,4700.0,8612.0,784.0,875.0,2063.0,0.1548183254344391,0.1861702127659574,0.2395494658615884,0.2888377849979605,0.5967587919133496,0.0313518873315182,0.053379253095631,6.414311538,4.665219661,8.064100276,19924.0,178124.0,178459.0
467,BLK US,0001364742,2010,0001193125-11-050218,10-K,2010-12-31,2011-02-28,20110228,BlackRock Inc.,0226,4700.0,8612.0,9081.0,875.0,2063.0,2337.0,0.1861702127659574,0.2395494658615884,0.2573505120581433,0.5967587919133496,-0.0189488432491543,0.053379253095631,0.0178010461965548,4.665219661,8.064100276,9.057312137,178124.0,178459.0,179896.0
468,BLK US,0001364742,2011,0001193125-12-085869,10-K,2011-12-31,2012-02-28,20120228,BlackRock Inc.,0226,8612.0,9081.0,9337.0,2063.0,2337.0,2458.0,0.2395494658615884,0.2573505120581433,0.2632537217521687,-0.0189488432491543,0.1224724384764094,0.0178010461965548,0.0059032096940254,8.064100276,9.057312137,9.744108145,178459.0,179896.0,200451.0
469,BLK US,0001364742,2012,0001193125-13-084957,10-K,2012-12-31,2013-03-01,20130228,BlackRock Inc.,0226,9081.0,9337.0,0.0,2337.0,2458.0,0.0,0.2573505120581433,0.2632537217521687,0.0,0.1224724384764094,0.0,0.0059032096940254,0.0,9.057312137,9.744108145,0,179896.0,200451.0,0
470,BMY US,0000014272,2002,0001047469-03-010810,10-K,2002-12-31,2003-03-28,Not found,BRISTOL MYERS SQUIBB CO,1231,0.0,18106.0,20894.0,0.0,2137.0,3106.0,0.0,0.118027173312714,0.1486551163013305,0.0,0.0883954754922498,0.0,0.0306279429886165,0,23.96949134,33.50231906,0,25022.0,27471.0
471,BMY US,0000014272,2003,0001193125-04-041353,10-K,2003-12-31,2004-03-15,Not found,BRISTOL MYERS SQUIBB CO,1231,18106.0,20894.0,20894.0,2137.0,3106.0,3106.0,0.118027173312714,0.1486551163013305,0.1486551163013305,0.0883954754922498,-0.0508083140877598,0.0306279429886165,0.0,23.96949134,33.50231906,33.50231906,25022.0,27471.0,27471.0
472,BMY US,0000014272,2003,0001193125-04-110278,10-K/A,2003-12-31,2004-06-28,Not found,BRISTOL MYERS SQUIBB CO,1231,20894.0,20894.0,19207.0,3106.0,3106.0,3000.0,0.1486551163013305,0.1486551163013305,0.1561930546155047,-0.0508083140877598,0.1610194947583431,0.0,0.0075379383141742,33.50231906,33.50231906,28.02428772,27471.0,27471.0,28138.0
473,BMY US,0000014272,2005,0001193125-06-052456,10-K,2005-12-31,2006-03-14,20060313,BRISTOL MYERS SQUIBB CO,1231,20894.0,19207.0,17256.0,3106.0,3000.0,1585.0,0.1486551163013305,0.1561930546155047,0.0918521094112192,0.1610194947583431,0.0967232837017968,0.0075379383141742,-0.0643409452042854,33.50231906,28.02428772,14.95353554,27471.0,28138.0,25575.0
474,BMY US,0000014272,2006,0001193125-07-039915,10-K,2006-12-31,2007-02-26,20070226,BRISTOL MYERS SQUIBB CO,1231,19207.0,17256.0,17715.0,3000.0,1585.0,5247.0,0.1561930546155047,0.0918521094112192,0.2961896697713801,0.0967232837017968,-1.0,-0.0643409452042854,0.2043375603601608,28.02428772,14.95353554,46.02026049,28138.0,25575.0,29486.0
475,BMY US,0000014272,2008,0001193125-09-033538,10-K,2008-12-31,2009-02-20,20090220,BRISTOL MYERS SQUIBB CO,1231,17256.0,17715.0,18808.0,1585.0,5247.0,10612.0,0.0918521094112192,0.2961896697713801,0.5642279880901744,1.0,-1.0,0.2043375603601608,0.2680383183187942,14.95353554,46.02026049,78.36360951,25575.0,29486.0,31008.0
476,BMY US,0000014272,2009,0001193125-10-035167,10-K,2009-12-31,2010-02-19,20100219,BRISTOL MYERS SQUIBB CO,1231,17715.0,18808.0,19484.0,5247.0,10612.0,3102.0,0.2961896697713801,0.5642279880901744,0.1592075549168548,1.0,0.018185427227753,0.2680383183187942,-0.4050204331733195,46.02026049,78.36360951,20.30370467,29486.0,31008.0,31076.0
477,BMY US,0000014272,2010,0001193125-11-040120,10-K,2010-12-31,2011-02-18,20110218,BRISTOL MYERS SQUIBB CO,1231,18808.0,19484.0,21244.0,10612.0,3102.0,3709.0,0.5642279880901744,0.1592075549168548,0.1745904726040293,0.018185427227753,-0.0543916740398602,-0.4050204331733195,0.0153829176871745,78.36360951,20.30370467,23.42353721,31008.0,31076.0,32970.0
478,BMY US,0000014272,2011,0001193125-12-066416,10-K,2011-12-31,2012-02-17,20120217,BRISTOL MYERS SQUIBB CO,1231,19484.0,21244.0,0.0,3102.0,3709.0,0.0,0.1592075549168548,0.1745904726040293,0.0,-0.0543916740398602,-1.0,0.0153829176871745,0.0,20.30370467,23.42353721,0,31076.0,32970.0,0
479,BWA US,0000908255,2010,0000950123-11-011507,10-K,2010-12-31,2011-02-10,20110210,BORGWARNER INC,1231,0.0,5652.8,7114.7,0.0,377.4,550.1,0.0,0.0667633739031984,0.0773187906728323,1.0,-1.0,0.0,0.0105554167696339,0,16.98508067,23.67803723,0,5555.0,5958.6
480,BWA US,0000908255,2011,0000908255-12-000008,10-K,2011-12-31,2012-02-14,20120214,BORGWARNER INC,1231,5652.8,7114.7,7183.2,377.4,550.1,500.9,0.0667633739031984,0.0773187906728323,0.06973215280098,1.0,0.0967399297328213,0.0105554167696339,-0.0075866378718522,16.98508067,23.67803723,18.31276849,5555.0,5958.6,6400.8
481,BWA US,0000908255,2012,0000908255-13-000006,10-K,2012-12-31,2013-02-14,20130214,BORGWARNER INC,1231,7114.7,7183.2,8305.1,550.1,500.9,655.8,0.0773187906728323,0.06973215280098,0.0789635284343355,0.0967399297328213,0.1283617671161439,-0.0075866378718522,0.0092313756333554,23.67803723,18.31276849,18.27555456,5958.6,6400.8,7228.0
482,BWA US,0000908255,2014,0000908255-15-000012,10-K,2014-12-31,2015-02-12,20150212,BORGWARNER INC,1231,7183.2,8305.1,9071.0,500.9,655.8,595.0,0.06973215280098,0.0789635284343355,0.0655936500937052,0.1283617671161439,-0.0866235309652713,0.0092313756333554,-0.0133698783406303,18.31276849,18.27555456,17.57235676,6400.8,7228.0,8834.7
483,BWA US,0000908255,2016,0000908255-17-000011,10-K,2016-12-31,2017-02-09,20170209,BORGWARNER INC,1231,8305.1,9071.0,10165.0,655.8,595.0,500.0,0.0789635284343355,0.0655936500937052,0.0491883915395966,-0.0866235309652713,0.2145438774034986,-0.0133698783406303,-0.0164052585541085,18.27555456,17.57235676,8.981498114,7228.0,8834.7,16029.0
484,BWA US,0000908255,2020,0000908255-21-000008,10-K,2020-12-31,2021-02-22,20210222,BORGWARNER INC,1231,9071.0,10165.0,11803.0,595.0,500.0,537.0,0.0655936500937052,0.0491883915395966,0.045496907565873,0.2145438774034986,-1.0,-0.0164052585541085,-0.0036914839737235,17.57235676,8.981498114,8.02930622,8834.7,16029.0,16575.0
485,BWA US,0000908255,2021,0000908255-22-000009,10-K,2021-12-31,2022-02-15,20220215,BORGWARNER INC,1231,10165.0,11803.0,12635.0,500.0,537.0,944.0,0.0491883915395966,0.045496907565873,0.0747130985358132,1.0,0.0,-0.0036914839737235,0.0292161909699401,8.981498114,8.02930622,13.32204347,16029.0,16575.0,16994.0
486,BWA US,0000908255,2022,0000908255-23-000013,10-K,2022-12-31,2023-02-09,20230209,BORGWARNER INC,1231,11803.0,12635.0,0.0,537.0,944.0,0.0,0.045496907565873,0.0747130985358132,0.0,0.0,0.0728400281888654,0.0292161909699401,0.0,8.02930622,13.32204347,0,16575.0,16994.0,0
487,BX US,0001393818,2020,0001193125-21-060361,10-K,2020-12-31,2021-02-26,20210226,Blackstone Group Inc,1231,0.0,6101.93,22577.15,0.0,1045.36,5857.4,0.0,0.1713162884529976,0.259439300354562,0.0728400281888654,0.053456475472293,0.0,0.0881230119015643,0,15.3034144,72.87614707,0,26269.252,41196.408
488,BX US,0001393818,2021,0001193125-22-054433,10-K,2021-12-31,2022-02-25,20220225,Blackstone Inc,1231,6101.93,22577.15,8517.67,1045.36,5857.4,1747.63,0.1713162884529976,0.259439300354562,0.2051770026310012,0.053456475472293,0.0226844750395949,0.0881230119015643,-0.0542622977235607,15.3034144,72.87614707,20.4654963,26269.252,41196.408,42524.227
489,BX US,0001393818,2022,0001193125-23-048733,10-K,2022-12-31,2023-02-24,20230224,Blackstone Inc.,1231,22577.15,8517.67,0.0,5857.4,1747.63,0.0,0.259439300354562,0.2051770026310012,0.0,0.0226844750395949,-1.0,-0.0542622977235607,0.0,72.87614707,20.4654963,0,41196.408,42524.227,0
490,BXP US,0001037540,2003,0001193125-04-029645,10-K,2003-12-31,2004-02-26,Not found,BOSTON PROPERTIES INC,1231,0.0,1299.71,1386.35,0.0,365.32,284.02,0.0,0.2810780866500988,0.2048689003498395,1.0,0.0416820531757755,0.0,-0.0762091863002593,0,16.02376264,10.64484424,0,8551.099609,9063.228
491,BXP US,0001037540,2004,0001193125-05-050590,10-K,2004-12-31,2005-03-15,20050315,BOSTON PROPERTIES INC,1231,1299.71,1386.35,1437.64,365.32,284.02,438.29,0.2810780866500988,0.2048689003498395,0.3048676998414067,0.0416820531757755,0.1852409861006484,-0.0762091863002593,0.0999987994915672,16.02376264,10.64484424,14.97558948,8551.099609,9063.228,8902.368
492,BXP US,0001037540,2005,0001193125-06-056870,10-K,2005-12-31,2006-03-16,20060316,BOSTON PROPERTIES INC,1231,1386.35,1437.64,1417.63,284.02,438.29,873.64,0.2048689003498395,0.3048676998414067,0.616267996585851,0.1852409861006484,0.1152762892250941,0.0999987994915672,0.3114002967444442,10.64484424,14.97558948,28.45451531,9063.228,8902.368,9695.022
493,BXP US,0001037540,2006,0001193125-07-044560,10-K,2006-12-31,2007-03-01,20070301,BOSTON PROPERTIES INC,1231,1437.64,1417.63,1488.4,438.29,873.64,105.27,0.3048676998414067,0.616267996585851,0.0707269551195915,0.1152762892250941,1.2521342689849373,0.3114002967444442,-0.5455410414662595,14.97558948,28.45451531,2.861446152,8902.368,9695.022,10917.476
494,BXP US,0001037540,2008,0001193125-09-042701,10-K,2008-12-31,2009-03-02,20090302,BOSTON PROPERTIES INC,1231,1417.63,1488.4,1518.19,873.64,105.27,231.01,0.616267996585851,0.0707269551195915,0.1521614554173061,1.2521342689849373,0.0723103181376147,-0.5455410414662595,0.0814345002977146,28.45451531,2.861446152,5.679511788,9695.022,10917.476,12348.703
495,BXP US,0001037540,2009,0001193125-10-040826,10-K,2009-12-31,2010-02-25,20100225,BOSTON PROPERTIES INC,1231,1488.4,1518.19,1550.51,105.27,231.01,159.07,0.0707269551195915,0.1521614554173061,0.1025920503576242,0.0723103181376147,0.2473602872451672,0.0814345002977146,-0.0495694050596818,2.861446152,5.679511788,3.607629063,10917.476,12348.703,13348.263
496,BXP US,0001037540,2010,0001193125-11-047496,10-K,2010-12-31,2011-02-25,20110225,BOSTON PROPERTIES INC,1231,1518.19,1550.51,1722.79,231.01,159.07,272.68,0.1521614554173061,0.1025920503576242,0.1582781418512993,0.2473602872451672,-1.0,-0.0495694050596818,0.055686091493675,5.679511788,3.607629063,5.90301106,12348.703,13348.263,14782.966
497,BXP US,0001037540,2011,0001193125-12-085764,10-K,2011-12-31,2012-02-28,20120228,BOSTON PROPERTIES INC,1231,1550.51,1722.79,1847.19,159.07,272.68,289.65,0.1025920503576242,0.1582781418512993,0.1568057427768664,1.0,-1.0,0.055686091493675,-0.0014723990744328,3.607629063,5.90301106,5.814476933,13348.263,14782.966,15462.321
498,BXP US,0001037540,2012,0001193125-13-084781,10-K,2012-12-31,2013-02-28,20130228,BOSTON PROPERTIES INC,1231,1722.79,1847.19,2490.82,272.68,289.65,583.11,0.1582781418512993,0.1568057427768664,0.2341036285239399,1.0,0.4284596209922724,-0.0014723990744328,0.0772978857470734,5.90301106,5.814476933,10.43308606,14782.966,15462.321,18351.486
499,BXP US,0001037540,2015,0001656423-16-000013,10-K,2015-12-31,2016-02-29,20160229,BOSTON PROPERTIES INC,1231,1847.19,2490.82,2550.82,289.65,583.11,512.79,0.1568057427768664,0.2341036285239399,0.201029472875389,0.4284596209922724,0.3439260670422763,0.0772978857470734,-0.0330741556485508,5.814476933,10.43308606,9.102886714,15462.321,18351.486,18851.643
500,BXP US,0001037540,2016,0001656423-17-000003,10-K,2016-12-31,2017-02-28,20170228,BOSTON PROPERTIES INC,1231,2490.82,2550.82,2602.08,583.11,512.79,462.44,0.2341036285239399,0.201029472875389,0.1777193629711615,0.3439260670422763,0.2103982843901973,-0.0330741556485508,-0.0233101099042275,10.43308606,9.102886714,8.091831769,18351.486,18851.643,19372.233
501,BXP US,0001037540,2017,0001656423-18-000004,10-K,2017-12-31,2018-02-28,20180228,BOSTON PROPERTIES INC,1231,2550.82,2602.08,2717.08,512.79,462.44,582.85,0.201029472875389,0.1777193629711615,0.2145133746522001,0.2103982843901973,0.1669659665912545,-0.0233101099042275,0.0367940116810386,9.102886714,8.091831769,10.1326107,18851.643,19372.233,20256.477
502,BXP US,0001037540,2018,0001656423-19-000006,10-K,2018-12-31,2019-02-28,20190228,BOSTON PROPERTIES INC,1231,2602.08,2717.08,2960.56,462.44,582.85,521.53,0.1777193629711615,0.2145133746522001,0.1761592401437565,0.1669659665912545,-0.1642286012591425,0.0367940116810386,-0.0383541345084435,8.091831769,10.1326107,9.176522092,19372.233,20256.477,21284.905
503,BXP US,0001037540,2019,0001656423-20-000007,10-K,2019-12-31,2020-03-02,20200302,BOSTON PROPERTIES INC,1231,2717.08,2960.56,2765.69,582.85,521.53,872.73,0.2145133746522001,0.1761592401437565,0.3155559733737331,-0.1642286012591425,0.1748744603999647,-0.0383541345084435,0.1393967332299765,10.1326107,9.176522092,15.32743092,20256.477,21284.905,22858.19
504,BXP US,0001037540,2020,0001656423-21-000006,10-K,2020-12-31,2021-02-26,20210226,BOSTON PROPERTIES INC,1231,2960.56,2765.69,0.0,521.53,872.73,0.0,0.1761592401437565,0.3155559733737331,0.0,0.1748744603999647,0.5645995800839833,0.1393967332299765,0.0,9.176522092,15.32743092,0,21284.905,22858.19,0
505,CAH US,0000721371,2011,0001193125-11-233322,10-K,2011-06-30,2011-08-26,20110826,CARDINAL HEALTH INC,0630,0.0,102644.2,107552.0,0.0,959.0,1069.0,0.0,0.0093429536203701,0.0099393781612615,0.5645995800839833,-0.1499125350458891,0.0,0.0005964245408913,0,17.24091436,17.68023419,0,22845.9,24260.0
506,CAH US,0000721371,2012,0000721371-12-000069,10-K,2012-06-30,2012-08-22,20120822,CARDINAL HEALTH INC,0630,102644.2,107552.0,101093.0,959.0,1069.0,334.0,0.0093429536203701,0.0099393781612615,0.0033038884987091,-0.1499125350458891,-0.3536575052854123,0.0005964245408913,-0.0066354896625524,17.24091436,17.68023419,5.466895818,22845.9,24260.0,25819.0
507,CAH US,0000721371,2013,0000721371-13-000154,10-K,2013-06-30,2013-08-20,20130820,CARDINAL HEALTH INC,0630,107552.0,101093.0,91084.0,1069.0,334.0,1166.0,0.0099393781612615,0.0033038884987091,0.0128013701638048,-0.3536575052854123,0.2251297483536133,-0.0066354896625524,0.0094974816650957,17.68023419,5.466895818,18.84292178,24260.0,25819.0,26033.0
508,CAH US,0000721371,2014,0000721371-14-000181,10-K,2014-06-30,2014-08-13,20140813,CARDINAL HEALTH INC,0630,101093.0,91084.0,0.0,334.0,1166.0,0.0,0.0033038884987091,0.0128013701638048,0.0,0.2251297483536133,-1.0,0.0094974816650957,0.0,5.466895818,18.84292178,0,25819.0,26033.0,0
509,CAT US,0000018230,2020,0000018230-21-000063,10-K,2020-12-31,2021-02-17,20210217,CATERPILLAR INC,1231,0.0,41748.0,50971.0,0.0,2998.0,6489.0,0.0,0.0718118233208776,0.1273076847619234,1.0,0.0258556595308293,0.0,0.0554958614410458,0,20.04077676,40.79207921,0,78324.0,82793.0
510,CAT US,0000018230,2021,0000018230-22-000050,10-K,2021-12-31,2022-02-16,20220216,CATERPILLAR INC,1231,41748.0,50971.0,59427.0,2998.0,6489.0,6705.0,0.0718118233208776,0.1273076847619234,0.1128275026503104,0.0258556595308293,-0.0004748397415872,0.0554958614410458,-0.0144801821116129,20.04077676,40.79207921,41.44901555,78324.0,82793.0,81943.0
511,CAT US,0000018230,2022,0000018230-23-000011,10-K,2022-12-31,2023-02-15,20230215,CATERPILLAR INC,1231,50971.0,59427.0,0.0,6489.0,6705.0,0.0,0.1273076847619234,0.1128275026503104,0.0,-0.0004748397415872,-1.0,-0.0144801821116129,0.0,40.79207921,41.44901555,0,82793.0,81943.0,0
512,CB US,0000896159,2002,0000950131-03-001690,10-K,2002-12-31,2003-03-27,Not found,ACE LTD,1231,0.0,7123.0,14154.0,0.0,76.55,2578.0,0.0,0.0107468763161589,0.182139324572559,1.0,0.1513637805264826,0.0,0.1713924482564,0,0.814492189,16.99714813,0,43953.956,72090.0
513,CB US,0000896159,2007,0001193125-08-042242,10-K,2007-12-31,2008-02-29,20080228,ACE LTD,1231,7123.0,14154.0,13698.0,76.55,2578.0,1197.0,0.0107468763161589,0.182139324572559,0.0873850197109067,0.1513637805264826,0.0105020315405275,0.1713924482564,-0.0947543048616522,0.814492189,16.99714813,7.836846929,43953.956,72090.0,72057.0
514,CB US,0000896159,2008,0001193125-09-040758,10-K,2008-12-31,2009-02-27,20090227,ACE LTD,1231,14154.0,13698.0,15075.0,2578.0,1197.0,2549.0,0.182139324572559,0.0873850197109067,0.1690878938640132,0.0105020315405275,-0.1751115957338057,-0.0947543048616522,0.0817028741531065,16.99714813,7.836846929,14.94444933,72090.0,72057.0,77980.0
515,CB US,0000896159,2009,0001193125-10-040605,10-K,2009-12-31,2010-02-25,20100225,ACE Ltd,1231,13698.0,15075.0,16834.0,1197.0,2549.0,1540.0,0.0873850197109067,0.1690878938640132,0.0914815254841392,-0.1751115957338057,0.2802379378717777,0.0817028741531065,-0.077606368379874,7.836846929,14.94444933,6.510802012,72057.0,77980.0,87321.0
516,CB US,0000896159,2011,0001193125-12-078111,10-K,2011-12-31,2012-02-24,20120224,ACE Ltd,1231,15075.0,16834.0,35994.0,2549.0,1540.0,3533.0,0.1690878938640132,0.0914815254841392,0.098155248096905,0.2802379378717777,0.0446244192049561,-0.077606368379874,0.0066737226127658,14.94444933,6.510802012,6.156553863,77980.0,87321.0,190774.0
517,CB US,0000896159,2020,0000896159-21-000003,10-K,2020-12-31,2021-02-25,20210225,Chubb Ltd,1231,16834.0,35994.0,0.0,1540.0,3533.0,0.0,0.0914815254841392,0.098155248096905,0.0,0.0446244192049561,0.0787953667953667,0.0066737226127658,0.0,6.510802012,6.156553863,0,87321.0,190774.0,0
518,CBOE US,0001374310,2010,0001047469-11-002202,10-K,2010-12-31,2011-03-16,20110316,"CBOE Holdings, Inc.",1231,0.0,437.1,508.14,0.0,99.4,139.41,0.0,0.2274079158087394,0.2743535246191994,0.0787953667953667,1.091536391227166,0.0,0.04694560881046,0,53.93617723,66.27877635,0,254.112,327.868
519,CBOE US,0001374310,2011,0001445305-12-000485,10-K,2011-12-31,2012-02-28,20120228,"CBOE Holdings, Inc.",1231,437.1,508.14,512.34,99.4,139.41,157.4,0.2274079158087394,0.2743535246191994,0.30721786313776,1.091536391227166,0.0,0.04694560881046,0.0328643385185606,53.93617723,66.27877635,65.31620221,254.112,327.868,338.858
520,CBOE US,0001374310,2012,0001374310-13-000008,10-K,2012-12-31,2013-02-28,20130228,"CBOE Holdings, Inc.",1231,508.14,512.34,512.34,139.41,157.4,157.4,0.2743535246191994,0.30721786313776,0.30721786313776,0.0,-0.4427849799449684,0.0328643385185606,0.0,66.27877635,65.31620221,65.31620221,327.868,338.858,338.858
521,CBOE US,0001374310,2012,0001374310-13-000025,10-K/A,2012-12-31,2013-05-02,20130502,"CBOE Holdings, Inc.",1231,512.34,512.34,572.05,157.4,157.4,176.0,0.30721786313776,0.30721786313776,0.3076654138624246,-0.4427849799449684,0.0,0.0,0.0004475507246645,65.31620221,65.31620221,66.40567261,338.858,338.858,441.589
522,CBOE US,0001374310,2013,0001374310-14-000008,10-K,2013-12-31,2014-02-21,20140220,"CBOE Holdings, Inc.",1231,512.34,572.05,617.23,157.4,176.0,189.71,0.30721786313776,0.3076654138624246,0.3073570630073068,0.0,0.0,0.0004475507246645,-0.0003083508551177,65.31620221,66.40567261,70.48172037,338.858,441.589,383.901
523,CBOE US,0001374310,2014,0001374310-15-000005,10-K,2014-12-31,2015-02-20,20150220,"CBOE Holdings, Inc.",1231,572.05,617.23,561.7,176.0,189.71,205.0,0.3076654138624246,0.3073570630073068,0.364963503649635,0.0,0.0,-0.0003083508551177,0.0576064406423281,66.40567261,70.48172037,80.08443984,441.589,383.901,384.788
524,CBOE US,0001374310,2015,0001374310-16-000038,10-K,2015-12-31,2016-02-19,20160218,"CBOE Holdings, Inc.",1231,617.23,561.7,566.4,189.71,205.0,186.8,0.3073570630073068,0.364963503649635,0.3298022598870057,0.0,-1.0,0.0576064406423281,-0.0351612437626293,70.48172037,80.08443984,64.02964271,383.901,384.788,476.7
525,CBOE US,0001374310,2016,0001374310-17-000006,10-K,2016-12-31,2017-02-21,20170221,"CBOE Holdings, Inc.",1231,561.7,566.4,995.6,205.0,186.8,401.7,0.364963503649635,0.3298022598870057,0.4034752912816391,1.0,0.198048523206751,-0.0351612437626293,0.0736730313946334,80.08443984,64.02964271,23.14131544,384.788,476.7,5265.7
526,CBOE US,0001374310,2017,0001558370-18-000953,10-K,2017-12-31,2018-02-22,20180222,"Cboe Global Markets, Inc.",1231,566.4,995.6,1216.9,186.8,401.7,426.5,0.3298022598870057,0.4034752912816391,0.3504807297230667,0.198048523206751,0.1391151221659696,0.0736730313946334,-0.0529945615585724,64.02964271,23.14131544,13.29113924,476.7,5265.7,5321.0
527,CBOE US,0001374310,2018,0001558370-19-000884,10-K,2018-12-31,2019-02-22,20190222,"Cboe Global Markets, Inc.",1231,995.6,1216.9,1136.9,401.7,426.5,374.9,0.4034752912816391,0.3504807297230667,0.3297563550004397,0.1391151221659696,0.1694685990338164,-0.0529945615585724,-0.020724374722627,23.14131544,13.29113924,11.29976048,5265.7,5321.0,5113.9
