,Ticker,CIK,Year,Year-1 Revenue,Revenue,Year+1 Revenue,Year-1 Net Income,Net Income,Year+1 Net Income,Accession Number,Conformed Submission Type,Conformed Period Of Report,Filed As Of Date,Date As Of Change,Company Conformed Name,Fiscal Year End,Y-1 Profit Margin,Y Profit Margin,Y+1 Profit Margin,Current Revenue YOY,Next Revenue YOY,Current Profit Margin YOY,Next Profit Margin YOY
719,COP US         d,0001163165,2004,90491,118719,162405,4735,8050,13529,0000950129-05-001641,10-K,2004-12-31,2005-02-25,20050225,CONOCOPHILLIPS,1231,0.05232564564431822,0.0678071749256648,0.08330408546534897,-0.2129514321295143,-0.007489451476793249,,0.015496910539684161
720,COP US         d,0001163165,2007,167578,171500,225424,15550,11891,-16998,0000950129-08-001094,10-K,2007-12-31,2008-02-22,20080221,CONOCOPHILLIPS,1231,0.09279261000847366,0.06933527696793003,-0.07540457094186954,-0.007489451476793249,0.06259963864385164,0.0015281020422652225,-0.14473984790979957
721,COP US         d,0001163165,2011,56215,64196,57967,11358,12436,8428,0001193125-12-070636,10-K,2011-12-31,2012-02-21,20120221,CONOCOPHILLIPS,1231,0.2020457173352308,0.19371923484329243,0.14539306846999156,0.06259963864385164,0.07721544308861772,0.1243839578753624,-0.048326166373300866
722,COP US         d,0001163165,2020,32567,18784,45828,7189,-2701,8079,0001562762-21-000027,10-K,2020-12-31,2021-02-16,20210216,CONOCOPHILLIPS,1231,0.2207449258451807,-0.14379258943781942,0.17628960460853627,0.07721544308861772,0.02256267409470752,-0.3375118242811118,0.3200821940463557
723,COP US         d,0001163165,2021,18784,45828,78494.0,-2701,8079,18680.0,0001562762-22-000031,10-K,2021-12-31,2022-02-17,20220217,CONOCOPHILLIPS,1231,-0.14379258943781942,0.17628960460853627,0.23797997299156623,0.02256267409470752,0.004812494324888767,0.3200821940463557,0.061690368383029964
724,COP US         d,0001163165,2022,45828,78494.0,56141,8079,18680.0,10957,0001163165-23-000006,10-K,2022-12-31,2023-02-16,20230216,CONOCOPHILLIPS,1231,0.17628960460853627,0.23797997299156623,0.19516930585490105,0.004812494324888767,0.10184348454726189,0.061690368383029964,-0.042810667136665176
725,COST US        d,0000909832,2003,38762.5,42545.55,48106.99,699.98,721,882.39,0001193125-03-085292,10-K,2003-08-31,2003-11-21,Not found,COSTCO WHOLESALE CORP /NEW,0830,0.018058174782328282,0.016946543175490738,0.018342240909273267,0.10184348454726189,0.02345608135815632,,0.001395697733782529
726,COST US        d,0000909832,2004,42545.55,48106.99,52952.23,721,882.39,1063.09,0001193125-04-195535,10-K,2004-08-29,2004-11-12,20041112,COSTCO WHOLESALE CORP /NEW,0830,0.016946543175490738,0.018342240909273267,0.02007639716023291,0.02345608135815632,0.07188075967625611,0.001395697733782529,0.0017341562509596425
727,COST US        d,0000909832,2005,48106.99,52952.23,60151.23,882.39,1063.09,1103.21,0001193125-05-223245,10-K,2005-08-28,2005-11-10,20051110,COSTCO WHOLESALE CORP /NEW,0830,0.018342240909273267,0.02007639716023291,0.018340605836322882,-0.03987893893537475,-0.1815316150565548,0.0017341562509596425,-0.0017357913239100277
728,COST US        d,0000909832,2006,52952.23,60151.23,64400.16,1063.09,1103.21,1082.77,0001193125-06-238399,10-K,2006-09-03,2006-11-17,20061117,COSTCO WHOLESALE CORP /NEW,0830,0.02007639716023291,0.018340605836322882,0.016813156985945377,-0.1815316150565548,0.01359311282283643,-0.0017357913239100277,-0.0015274488503775052
729,COST US        d,0000909832,2007,60151.23,64400.16,72483.02,1103.21,1082.77,1282.72,0001193125-07-225805,10-K,2007-09-02,2007-10-25,20071025,COSTCO WHOLESALE CORP /NEW,0830,0.018340605836322882,0.016813156985945377,0.017696834375830365,0.01359311282283643,0.09164059007599464,-0.0015274488503775052,0.0008836773898849883
730,COST US        d,0000909832,2008,64400.16,72483.02,71422,1082.77,1282.72,1086,0001193125-08-211709,10-K,2008-08-31,2008-10-16,20081016,COSTCO WHOLESALE CORP /NEW,0830,0.016813156985945377,0.017696834375830365,0.015205398896698497,0.09164059007599464,0.033783783783783786,0.0008836773898849883,-0.002491435479131868
731,COST US        d,0000909832,2008,64400.16,72483.02,71422,1082.77,1282.72,1086,0001193125-08-212377,10-K/A,2008-08-31,2008-10-17,20081017,COSTCO WHOLESALE CORP /NEW,0830,0.016813156985945377,0.017696834375830365,0.015205398896698497,0.033783783783783786,0.09704892057833234,0.0,-0.002491435479131868
732,COST US        d,0000909832,2009,72483.02,71422,77946,1282.72,1086,1303,0001193125-09-208963,10-K,2009-08-30,2009-10-16,20091016,COSTCO WHOLESALE CORP /NEW,0830,0.017696834375830365,0.015205398896698497,0.01671670130603238,0.09704892057833234,0.11139194800505506,-0.002491435479131868,0.0015113024093338836
733,COST US        d,0000909832,2010,71422,77946,88915,1086,1303,1462,0001193125-10-230379,10-K,2010-08-29,2010-10-18,20101015,COSTCO WHOLESALE CORP /NEW,0830,0.015205398896698497,0.01671670130603238,0.016442669965697577,0.11139194800505506,0.05604288499025341,0.0015113024093338836,-0.000274031340334803
734,COST US        d,0000909832,2011,77946,88915,99137,1303,1462,1709,0001193125-11-271844,10-K,2011-08-28,2011-10-14,20111014,COSTCO WHOLESALE CORP /NEW,0828,0.01671670130603238,0.016442669965697577,0.01723877059019337,0.05604288499025341,0.17658821719735426,-0.000274031340334803,0.0007961006244957929
735,COST US        d,0000909832,2012,88915,99137,105156,1462,1709,2039,0001193125-12-428890,10-K,2012-09-02,2012-10-19,20121019,COSTCO WHOLESALE CORP /NEW,0902,0.016442669965697577,0.01723877059019337,0.019390239263570315,0.07243607243607243,0.0274925753075944,0.0007961006244957929,0.0021514686733769446
736,COST US        d,0000909832,2013,99137,105156,112640,1709,2039,2058,0001445305-13-002422,10-K,2013-09-01,2013-10-16,20131016,COSTCO WHOLESALE CORP /NEW,0902,0.01723877059019337,0.019390239263570315,0.018270596590909093,0.0274925753075944,0.5687505161450161,0.0021514686733769446,-0.0011196426726612224
737,COST US        d,0000909832,2014,105156,112640,116199,2039,2058,2377,0000909832-14-000021,10-K,2014-08-31,2014-10-15,20141015,COSTCO WHOLESALE CORP /NEW,0902,0.019390239263570315,0.018270596590909093,0.02045628619867641,0.5687505161450161,0.17429985260054748,-0.0011196426726612224,0.0021856896077673167
738,COST US        d,0000909832,2015,112640,116199,118719,2058,2377,2350,0000909832-15-000014,10-K,2015-08-30,2015-10-14,20151013,COSTCO WHOLESALE CORP /NEW,0902,0.018270596590909093,0.02045628619867641,0.019794641127367986,0.17429985260054748,0.14408033352759222,0.0021856896077673167,-0.0006616450713084233
739,COST US        d,0000909832,2016,116199,118719,129025,2377,2350,2679,0000909832-16-000032,10-K,2016-08-28,2016-10-12,20161011,COSTCO WHOLESALE CORP /NEW,0902,0.02045628619867641,0.019794641127367986,0.020763417942259253,1.0,0.08661417322834651,-0.0006616450713084233,0.0009687768148912666
740,COST US        d,0000909832,2017,118719,129025,141576,2350,2679,3134,0000909832-17-000014,10-K,2017-09-03,2017-10-18,20171017,COSTCO WHOLESALE CORP /NEW,0902,0.019794641127367986,0.020763417942259253,0.022136520314177545,0.10643632556345393,0.37535174440321745,0.0009687768148912666,0.0013731023719182923
741,COST US        d,0000909832,2018,129025,141576,152703,2679,3134,3659,0000909832-18-000013,10-K,2018-09-02,2018-10-26,20181026,COSTCO WHOLESALE CORP /NEW,0902,0.020763417942259253,0.022136520314177545,0.023961546269555937,0.37535174440321745,0.5129458627557487,0.0013731023719182923,0.001825025955378392
742,COST US        d,0000909832,2019,141576,152703,166761,3134,3659,4002,0000909832-19-000019,10-K,2019-09-01,2019-10-11,20191010,COSTCO WHOLESALE CORP /NEW,0902,0.022136520314177545,0.023961546269555937,0.023998416896036844,0.26256582096696984,0.17819905213270143,0.001825025955378392,3.687062648090669e-05
743,COST US        d,0000909832,2020,152703,166761,195929,3659,4002,5007,0000909832-20-000017,10-K,2020-08-30,2020-10-07,20201006,COSTCO WHOLESALE CORP /NEW,0901,0.023961546269555937,0.023998416896036844,0.025555175599324246,0.14786806114239742,0.035253714606111576,3.687062648090669e-05,0.0015567587032874024
744,COST US        d,0000909832,2021,166761,195929,226954.0,4002,5007,5844.0,0000909832-21-000014,10-K,2021-08-29,2021-10-06,20211005,COSTCO WHOLESALE CORP /NEW,0901,0.023998416896036844,0.025555175599324246,0.025749711395260715,0.035253714606111576,0.015706451831291043,0.0015567587032874024,0.00019453579593646866
745,COST US        d,0000909832,2022,195929,226954.0,242290,5007,5844.0,6292,0000909832-22-000021,10-K,2022-08-28,2022-10-05,20221004,COSTCO WHOLESALE CORP /NEW,0901,0.025555175599324246,0.025749711395260715,0.025968880267448098,0.015706451831291043,-0.024061854295807504,0.00019453579593646866,0.00021916887218738357
746,COST US        d,0000909832,2023,226954.0,242290,0,5844.0,6292,0,0000909832-23-000042,10-K,2023-09-03,2023-10-11,20231010,COSTCO WHOLESALE CORP /NEW,0903,0.025749711395260715,0.025968880267448098,,-0.024061854295807504,0.028069935801120067,0.00021916887218738357,
747,CPB US         d,0000016732,2020,8107,8691,8476,211,1628,1002,0000016732-20-000111,10-K,2020-08-02,2020-09-24,20200924,CAMPBELL SOUP CO,0802,0.02602689034168003,0.18732021631572893,0.11821613968853233,0.028069935801120067,0.035142496512323124,,-0.0691040766271966
748,CPB US         d,0000016732,2021,8691,8476,8562.0,1628,1002,757.0,0000016732-21-000103,10-K,2021-08-01,2021-09-23,20210923,CAMPBELL SOUP CO,0802,0.18732021631572893,0.11821613968853233,0.08841392198084559,0.10800924143242202,0.08172603533159571,-0.0691040766271966,-0.029802217707686735
749,CPB US         d,0000016732,2022,8476,8562.0,9357,1002,757.0,858,0000016732-22-000093,10-K,2022-07-31,2022-09-22,20220922,CAMPBELL SOUP CO,0802,0.11821613968853233,0.08841392198084559,0.09169605642834242,0.08172603533159571,0.0742664382094667,-0.029802217707686735,0.0032821344474968234
750,CPB US         d,0000016732,2023,8562.0,9357,0,757.0,858,0,0000016732-23-000109,10-K,2023-07-30,2023-09-21,20230921,CAMPBELL SOUP CO,0730,0.08841392198084559,0.09169605642834242,,0.0742664382094667,0.07969894831281463,0.0032821344474968234,
751,CPRT US       d,0000900075,2004,347.42,400.8,447.73,57.22,79.22,102.12,0000950134-04-015006,10-K,2004-07-31,2004-10-14,20041014,COPART INC,0731,0.16469978700132404,0.19765469061876248,0.22808388984432582,0.07969894831281463,0.061351675745545196,,0.030429199225563336
752,CPRT US       d,0000900075,2005,400.8,447.73,528.57,79.22,102.12,96.95,0001104659-05-048573,10-K,2005-07-31,2005-10-14,20051014,COPART INC,0731,0.19765469061876248,0.22808388984432582,0.1834194146470666,0.061351675745545196,-0.006176329868209299,0.030429199225563336,-0.04466447519725922
753,CPRT US       d,0000900075,2006,447.73,528.57,560.68,102.12,96.95,136.34,0001104659-06-069980,10-K,2006-07-31,2006-10-31,20061031,COPART INC,0731,0.22808388984432582,0.1834194146470666,0.24316900906042666,-0.006176329868209299,0.03930150115978817,-0.04466447519725922,0.05974959441336006
754,CPRT US       d,0000900075,2007,528.57,560.68,784.85,96.95,136.34,156.93,0001104659-07-072450,10-K,2007-07-31,2007-10-01,20071001,COPART INC,0731,0.1834194146470666,0.24316900906042666,0.19994903484742307,0.03930150115978817,-0.016212574219901462,0.05974959441336006,-0.04321997421300358
755,CPRT US       d,0000900075,2008,560.68,784.85,743.08,136.34,156.93,141.1,0001047469-08-010447,10-K,2008-07-31,2008-09-29,20080929,COPART INC,0731,0.24316900906042666,0.19994903484742307,0.18988534208968078,0.08826299118226179,0.02182976714915041,-0.04321997421300358,-0.010063692757742299
756,CPRT US       d,0000900075,2009,784.85,743.08,772.88,156.93,141.1,151.63,0001047469-09-008622,10-K,2009-07-31,2009-09-29,20090929,COPART INC,0731,0.19994903484742307,0.18988534208968078,0.19618828278646103,0.02182976714915041,0.013241464259594288,-0.010063692757742299,0.0063029406967802515
757,CPRT US       d,0000900075,2010,743.08,772.88,872.25,141.1,151.63,166.38,0001047469-10-008242,10-K,2010-07-31,2010-09-23,20100923,COPART INC,0731,0.18988534208968078,0.19618828278646103,0.19074806534823732,0.013241464259594288,0.07092656612088288,0.0063029406967802515,-0.0054402174382237045
758,CPRT US       d,0000900075,2013,924.19,1046.39,1163.49,182.12,180.03,178.69,0001145443-13-001938,10-K,2013-07-31,2013-09-30,20130930,COPART INC,0731,0.19705904630000323,0.17204866254455795,0.15358103636473025,0.08126958455473567,0.1454706927175844,-0.02413962024190308,-0.018467626179827695
759,CPRT US       d,0000900075,2014,1046.39,1163.49,1146.08,180.03,178.69,219.78,0001145443-14-001196,10-K,2014-07-31,2014-09-29,20140929,COPART INC,0731,0.17204866254455795,0.15358103636473025,0.19176671785564708,0.12132439953970835,0.0884444347402053,-0.018467626179827695,0.038185681490916834
760,CPRT US       d,0000900075,2015,1163.49,1146.08,1268.45,178.69,219.78,270.36,0001628280-15-007286,10-K,2015-07-31,2015-09-25,20150925,COPART INC,0731,0.15358103636473025,0.19176671785564708,0.21314202372974891,0.0884444347402053,0.09167563808517609,0.038185681490916834,0.02137530587410183
761,CPRT US       d,0000900075,2016,1146.08,1268.45,1447.98,219.78,270.36,394.23,0000900075-16-000081,10-K,2016-07-31,2016-09-28,20160928,COPART INC,0731,0.19176671785564708,0.21314202372974891,0.27226204781834,0.09167563808517609,0.14094781910951312,0.02137530587410183,0.0591200240885911
762,CPRT US       d,0000900075,2017,1268.45,1447.98,1805.7,270.36,394.23,417.87,0000900075-17-000044,10-K,2017-07-31,2017-09-28,20170927,COPART INC,0731,0.21314202372974891,0.27226204781834,0.23141717893337763,0.14094781910951312,0.029478713695173596,0.0591200240885911,-0.04084486888496239
763,CPRT US       d,0000900075,2019,1805.7,2041.96,2205.58,417.87,591.69,699.91,0000900075-19-000022,10-K,2019-07-31,2019-09-30,20190930,COPART INC,0731,0.23141717893337763,0.28976571529314976,0.3173360295251136,0.05800988745135163,0.1597653725704628,0.017503667474809748,0.02757031423196382
764,CPRT US       d,0000900075,2020,2041.96,2205.58,2692.51,591.69,699.91,936.5,0000900075-20-000021,10-K,2020-07-31,2020-09-28,20200928,COPART INC,0731,0.28976571529314976,0.3173360295251136,0.34781672120066404,-0.3281974195164725,0.07066940145440985,0.02757031423196382,0.030480691675550453
765,CPRT US       d,0000900075,2021,2205.58,2692.51,3500.92,699.91,936.5,1090.13,0000900075-21-000022,10-K,2021-07-31,2021-09-27,20210927,COPART INC,0731,0.3173360295251136,0.34781672120066404,0.3113838648126778,0.07066940145440985,0.08098223615464994,0.030480691675550453,-0.03643285638798621
766,CPRT US       d,0000900075,2022,2692.51,3500.92,3869.52,936.5,1090.13,1237.74,0000900075-22-000050,10-K,2022-07-31,2022-09-27,20220927,COPART INC,0731,0.34781672120066404,0.3113838648126778,0.3198691310550146,0.08098223615464994,0.3338166586112454,-0.03643285638798621,0.008485266242336753
767,CPRT US       d,0000900075,2023,3500.92,3869.52,0,1090.13,1237.74,0,0000900075-23-000034,10-K,2023-07-31,2023-09-28,20230928,COPART INC,0731,0.3113838648126778,0.3198691310550146,,0.3338166586112454,0.6826911462737045,0.008485266242336753,
768,CPT US         d,0000906345,2010,620.02,609.62,631.05,-50.8,23.22,49.38,0000950123-11-017763,10-K,2010-12-31,2011-02-24,20110224,CAMDEN PROPERTY TRUST,1231,-0.08193284087610077,0.038089301532101966,0.0782505348229142,0.3864762041490202,0.272482526533782,,0.04016123329081224
769,CPT US         d,0000906345,2012,631.05,710.66,800.54,49.38,283.39,336.36,0000906345-13-000003,10-K,2012-12-31,2013-02-15,20130215,CAMDEN PROPERTY TRUST,1231,0.0782505348229142,0.398770157318549,0.42016638768831044,0.272482526533782,0.5253885588737895,0.36068085578644704,0.02139623036976146
770,CPT US         d,0000906345,2013,710.66,800.54,853.81,283.39,336.36,292.09,0000906345-14-000005,10-K,2013-12-31,2014-02-21,20140221,CAMDEN PROPERTY TRUST,1231,0.398770157318549,0.42016638768831044,0.34210187278200066,0.5253885588737895,0.14440799125123363,0.02139623036976146,-0.07806451490630978
771,CPT US         d,0000906345,2014,800.54,853.81,842.62,336.36,292.09,249.32,0000906345-15-000007,10-K,2014-12-31,2015-02-20,20150220,CAMDEN PROPERTY TRUST,1231,0.42016638768831044,0.34210187278200066,0.2958866392917329,0.14440799125123363,0.5202190886843026,-0.07806451490630978,-0.04621523349026774
772,CPT US         d,0000906345,2015,853.81,842.62,883.31,292.09,249.32,819.82,0000906345-16-000044,10-K,2015-12-31,2016-02-19,20160219,CAMDEN PROPERTY TRUST,1231,0.34210187278200066,0.2958866392917329,0.9281226296543683,0.5202190886843026,0.6596243771559984,-0.04621523349026774,0.6322359903626353
773,CPT US         d,0000906345,2016,842.62,883.31,909.07,249.32,819.82,196.42,0000906345-17-000009,10-K,2016-12-31,2017-02-13,20170213,CAMDEN PROPERTY TRUST,1231,0.2958866392917329,0.9281226296543683,0.21606696954029941,0.6596243771559984,0.44581474193756987,0.6322359903626353,-0.7120556601140688
774,CPT US         d,0000906345,2017,883.31,909.07,961.74,819.82,196.42,156.13,0000906345-18-000007,10-K,2017-12-31,2018-02-16,20180216,CAMDEN PROPERTY TRUST,1231,0.9281226296543683,0.21606696954029941,0.16234117329007838,0.44581474193756987,0.09202085516395328,-0.7120556601140688,-0.05372579625022103
775,CPT US         d,0000906345,2019,961.74,1037.16,1054.64,156.13,219.62,123.91,0000906345-20-000008,10-K,2019-12-31,2020-02-20,20200220,CAMDEN PROPERTY TRUST,1231,0.16234117329007838,0.2117513209148058,0.11749032845331107,0.09202085516395328,0.06953952372593762,-0.004315648625493607,-0.09426099246149473
776,CPT US         d,0000906345,2020,1037.16,1054.64,1154.12,219.62,123.91,303.91,0000906345-21-000010,10-K,2020-12-31,2021-02-18,20210218,CAMDEN PROPERTY TRUST,1231,0.2117513209148058,0.11749032845331107,0.26332617058884694,0.06953952372593762,0.2785634180365984,-0.09426099246149473,0.14583584213553585
777,CPT US         d,0000906345,2021,1054.64,1154.12,1427.94,123.91,303.91,653.61,0000906345-22-000009,10-K,2021-12-31,2022-02-17,20220217,CAMDEN PROPERTY TRUST,1231,0.11749032845331107,0.26332617058884694,0.45772931635783015,0.2785634180365984,-0.07734206191301371,0.14583584213553585,0.1944031457689832
778,CPT US         d,0000906345,2022,1154.12,1427.94,1545.48,303.91,653.61,403.31,0000906345-23-000008,10-K,2022-12-31,2023-02-23,20230223,CAMDEN PROPERTY TRUST,1231,0.26332617058884694,0.45772931635783015,0.2609609959365375,-0.07734206191301371,0.06304518199398068,0.1944031457689832,-0.19676832042129266
779,CRL US         d,0001100682,2002,465.63,554.63,613.72,35.41,50.13,80.15,0001047469-03-009461,10-K,2002-12-28,2003-03-20,Not found,CHARLES RIVER LABORATORIES INTERNATIONAL INC,Not found,0.07604750553014195,0.09038458071146531,0.13059701492537315,0.06304518199398068,0.15861957650261305,,0.04021243421390784
780,CRL US         d,0001100682,2003,554.63,613.72,766.92,50.13,80.15,89.79,0001047469-04-007257,10-K,2003-12-27,2004-03-10,Not found,CHARLES RIVER LABORATORIES INTERNATIONAL INC,Not found,0.09038458071146531,0.13059701492537315,0.11707870442810203,0.15861957650261305,-0.020410775805267418,0.04021243421390784,-0.013518310497271119
781,CRL US         d,0001100682,2004,613.72,766.92,993.33,80.15,89.79,142,0001047469-05-005909,10-K,2004-12-25,2005-03-09,20050309,CHARLES RIVER LABORATORIES INTERNATIONAL INC,Not found,0.13059701492537315,0.11707870442810203,0.1429534998439592,-0.020410775805267418,0.055120803769784836,-0.013518310497271119,0.02587479541585716
782,CRL US         d,0001100682,2005,766.92,993.33,1058.39,89.79,142,-55.78,0001104659-06-016438,10-K,2005-12-31,2006-03-14,20060314,CHARLES RIVER LABORATORIES INTERNATIONAL INC,Not found,0.11707870442810203,0.1429534998439592,-0.05270268993471215,0.055120803769784836,0.33259384733074693,0.02587479541585716,-0.19565618977867133
783,CRL US         d,0001100682,2006,993.33,1058.39,1230.63,142,-55.78,154.41,0001104659-07-014407,10-K,2006-12-30,2007-02-27,20070227,CHARLES RIVER LABORATORIES INTERNATIONAL INC,Not found,0.1429534998439592,-0.05270268993471215,0.1254723190560932,0.33259384733074693,0.07793787604184606,-0.19565618977867133,0.17817500899080535
784,CRL US         d,0001100682,2007,1058.39,1230.63,1343.49,-55.78,154.41,-524.51,0001047469-08-001507,10-K,2007-12-29,2008-02-20,20080220,CHARLES RIVER LABORATORIES INTERNATIONAL INC,Not found,-0.05270268993471215,0.1254723190560932,-0.39040856277307606,0.07793787604184606,-0.028004605303199367,0.17817500899080535,-0.5158808818291692
785,CRL US         d,0001100682,2008,1230.63,1343.49,1171.64,154.41,-524.51,114.44,0001047469-09-001689,10-K,2008-12-27,2009-02-23,20090223,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1227,0.1254723190560932,-0.39040856277307606,0.09767505377078282,-0.028004605303199367,-1.0,-0.5158808818291692,0.4880836165438589
786,CRL US         d,0001100682,2009,1343.49,1171.64,1133.42,-524.51,114.44,-336.67,0001047469-10-001012,10-K,2009-12-26,2010-02-19,20100219,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1227,-0.39040856277307606,0.09767505377078282,-0.2970390499550034,0.051246200607902706,0.07800844272248893,0.4880836165438589,-0.39471410372578625
787,CRL US         d,0001100682,2010,1171.64,1133.42,1142.65,114.44,-336.67,109.57,0001047469-11-001182,10-K,2010-12-25,2011-02-23,20110223,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1227,0.09767505377078282,-0.2970390499550034,0.09589113026736094,0.18063428116362973,0.2615958417648691,-0.39471410372578625,0.39293018022236437
788,CRL US         d,0001100682,2011,1133.42,1142.65,1129.53,-336.67,109.57,97.3,0001518519-12-000030,10-K,2011-12-31,2012-02-27,20120227,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1227,-0.2970390499550034,0.09589113026736094,0.08614202367356334,0.16554630930509015,0.05342704547140427,0.39293018022236437,-0.009749106593797602
789,CRL US         d,0001100682,2012,1142.65,1129.53,1165.53,109.57,97.3,102.83,0001445305-13-000358,10-K,2012-12-29,2013-02-27,20130227,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1227,0.09589113026736094,0.08614202367356334,0.08822595728981665,0.05342704547140427,0.10007921837866385,-0.009749106593797602,0.0020839336162533084
790,CRL US         d,0001100682,2013,1129.53,1165.53,1297.66,97.3,102.83,126.7,0001445305-14-000599,10-K,2013-12-28,2014-02-25,20140225,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1227,0.08614202367356334,0.08822595728981665,0.0976372855755745,0.10007921837866385,0.10961753880620899,0.0020839336162533084,0.009411328285757845
791,CRL US         d,0001100682,2014,1165.53,1297.66,1363.3,102.83,126.7,149.31,0001628280-15-000785,10-K,2014-12-27,2015-02-17,20150217,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1227,0.08822595728981665,0.0976372855755745,0.10952101518374532,0.10961753880620899,0.037640611479665416,0.009411328285757845,0.011883729608170829
792,CRL US         d,0001100682,2016,1363.3,1681.43,1857.6,149.31,154.76,123.36,0001100682-17-000003,10-K,2016-12-31,2017-02-14,20170214,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1231,0.10952101518374532,0.09204070344885008,0.06640826873385013,0.037640611479665416,-0.02660180681028487,-0.0055965821267244115,-0.025632434714999958
793,CRL US         d,0001100682,2017,1681.43,1857.6,2266.1,154.76,123.36,226.37,0001100682-18-000005,10-K,2017-12-30,2018-02-13,20180213,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1231,0.09204070344885008,0.06640826873385013,0.09989409116985129,-0.02660180681028487,0.17216859900622525,-0.025632434714999958,0.033485822436001164
794,CRL US         d,0001100682,2018,1857.6,2266.1,2621.23,123.36,226.37,252.02,0001100682-19-000004,10-K,2018-12-29,2019-02-13,20190213,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1229,0.06640826873385013,0.09989409116985129,0.09614570259000546,0.17216859900622525,0.04156211172558296,0.033485822436001164,-0.0037483885798458294
795,CRL US         d,0001100682,2019,2266.1,2621.23,2923.93,226.37,252.02,364.3,0001100682-20-000005,10-K,2019-12-28,2020-02-11,20200211,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",1228,0.09989409116985129,0.09614570259000546,0.12459258600582095,0.2718488368245144,0.19004006868918144,-0.0037483885798458294,0.028446883415815485
796,CRL US         d,0001100682,2020,2621.23,2923.93,3540.16,252.02,364.3,390.98,0001100682-21-000005,10-K,2020-12-26,2021-02-17,20210217,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",1226,0.09614570259000546,0.12459258600582095,0.11044133598481426,0.17086448904630722,0.08765148544432619,0.028446883415815485,-0.014151250021006687
797,CRL US         d,0001100682,2021,2923.93,3540.16,3976.06,364.3,390.98,486.23,0001100682-22-000007,10-K,2021-12-25,2022-02-16,20220216,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",1225,0.12459258600582095,0.11044133598481426,0.12228940207139732,0.11515309054094727,-0.03053575591024524,-0.014151250021006687,0.011848066086583064
798,CRL US         d,0001100682,2022,3540.16,3976.06,4129.41,390.98,486.23,474.62,0001100682-23-000006,10-K,2022-12-31,2023-02-22,20230222,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",1231,0.11044133598481426,0.12228940207139732,0.11493651635463663,-0.03053575591024524,-0.021171319379413328,0.011848066086583064,-0.007352885716760696
799,CSCO US        d,0000858877,2014,48607,47142,49161,9983,7853,8981,0000858877-14-000029,10-K,2014-07-26,2014-09-09,20140909,"CISCO SYSTEMS, INC.",0728,0.2053819408727138,0.1665818166390904,0.1826854620532536,-0.021171319379413328,-0.07835912552198478,,0.016103645414163176
800,CSCO US        d,0000858877,2019,49330,51904,49301,110,11621,11214,0000858877-19-000012,10-K,2019-07-27,2019-09-05,20190905,"CISCO SYSTEMS, INC.",0727,0.0022298803973241437,0.22389411220715166,0.22745988925173932,-0.07835912552198478,-0.07170912355515655,0.05731229556806125,0.003565777044587659
801,CSCO US        d,0000858877,2021,49301,49818,51557.0,11214,10591,11812.0,0000858877-21-000013,10-K,2021-07-31,2021-09-09,20210909,"CISCO SYSTEMS, INC.",0731,0.22745988925173932,0.21259384158336345,0.22910565005721822,-0.07170912355515655,0.02751752901353965,-0.011300270623788217,0.016511808473854778
802,CSCO US        d,0000858877,2022,49818,51557.0,56998,10591,11812.0,12613,0000858877-22-000013,10-K,2022-07-30,2022-09-08,20220908,"CISCO SYSTEMS, INC.",0730,0.21259384158336345,0.22910565005721822,0.2212884662619741,0.02751752901353965,0.03526626174684177,0.016511808473854778,-0.007817183795244126
803,CSGP US       d,0001057352,2001,58.5,72.51,79.36,-49.65,-20.16,-4.78,0000950133-02-001247,10-K405,2001-12-31,2002-03-28,Not found,COSTAR GROUP INC,1231,-0.8487179487179487,-0.27803061646669425,-0.06023185483870968,0.03526626174684177,0.06192201150649904,,0.21779876162798456
804,CSGP US       d,0001057352,2002,72.51,79.36,95.11,-20.16,-4.78,0.1,0000950133-03-001053,10-K,2002-12-31,2003-03-28,Not found,COSTAR GROUP INC,1231,-0.27803061646669425,-0.06023185483870968,0.0010514141520344864,0.06192201150649904,0.0542847205500709,0.21779876162798456,0.06128326899074417
805,CSGP US       d,0001057352,2002,72.51,79.36,95.11,-20.16,-4.78,0.1,0000950133-03-003441,10-K/A,2002-12-31,2003-10-15,Not found,COSTAR GROUP INC,1231,-0.27803061646669425,-0.06023185483870968,0.0010514141520344864,0.0542847205500709,0.055372278333248745,0.0,0.06128326899074417
