,TICKERS,TICKER FROM BLOOMBERG,CIK,YEAR,ACCESSION NUMBER,CONFORMED SUBMISSION TYPE,CONFORMED PERIOD OF REPORT,FILED AS OF DATE,DATE AS OF CHANGE,COMPANY CONFORMED NAME,FISCAL YEAR END,YEAR-1 REVENUE,REVENUE,YEAR+1 REVENUE,YEAR-1 NET INCOME,INCOME,YEAR+1 NET INCOME,Y-1 PROFIT MARGIN,Y PROFIT MARGIN,Y+1 PROFIT MARGIN,CURRENT REVENUE YOY,NEXT REVENUE YOY,CURRENT PROFIT MARGIN YOY,NEXT PROFIT MARGIN YOY
774,CPT,CPT US         d,906345,2017,0000906345-18-000007,10-K,20171231,20180216,20180216,CAMDEN PROPERTY TRUST,1231,883.31,909.07,1037.16,819.82,196.42,219.62,0.9281226296543683,0.21606696954029941,0.2117513209148058,0.02916303449525094,0.14090224075153732,-0.7120556601140688,-0.004315648625493607
775,CPT,CPT US         d,906345,2019,0000906345-20-000008,10-K,20191231,20200220,20200220,CAMDEN PROPERTY TRUST,1231,909.07,1037.16,1054.64,196.42,219.62,123.91,0.21606696954029941,0.2117513209148058,0.11749032845331107,0.14090224075153732,0.01685371591654134,-0.004315648625493607,-0.09426099246149473
776,CPT,CPT US         d,906345,2020,0000906345-21-000010,10-K,20201231,20210218,20210218,CAMDEN PROPERTY TRUST,1231,1037.16,1054.64,1154.12,219.62,123.91,303.91,0.2117513209148058,0.11749032845331107,0.26332617058884694,0.01685371591654134,0.0943260259425015,-0.09426099246149473,0.14583584213553585
777,CPT,CPT US         d,906345,2021,0000906345-22-000009,10-K,20211231,20220217,20220217,CAMDEN PROPERTY TRUST,1231,1054.64,1154.12,1427.94,123.91,303.91,653.61,0.11749032845331107,0.26332617058884694,0.45772931635783015,0.0943260259425015,0.23725435829896388,0.14583584213553585,0.1944031457689832
778,CPT,CPT US         d,906345,2022,0000906345-23-000008,10-K,20221231,20230223,20230223,CAMDEN PROPERTY TRUST,1231,1154.12,1427.94,0,303.91,653.61,0,0.26332617058884694,0.45772931635783015,,0.23725435829896388,-1.0,0.1944031457689832,
779,CRL,CRL US         d,1100682,2002,0001047469-03-009461,10-K,20021228,20030320,Not found,CHARLES RIVER LABORATORIES INTERNATIONAL INC,Not found,0,554.63,613.72,0,50.13,80.15,,0.09038458071146531,0.13059701492537315,inf,0.10653949479833408,,0.04021243421390784
780,CRL,CRL US         d,1100682,2003,0001047469-04-007257,10-K,20031227,20040310,Not found,CHARLES RIVER LABORATORIES INTERNATIONAL INC,Not found,554.63,613.72,766.92,50.13,80.15,89.79,0.09038458071146531,0.13059701492537315,0.11707870442810203,0.10653949479833408,0.24962523626409425,0.04021243421390784,-0.013518310497271119
781,CRL,CRL US         d,1100682,2004,0001047469-05-005909,10-K,20041225,20050309,20050309,CHARLES RIVER LABORATORIES INTERNATIONAL INC,Not found,613.72,766.92,993.33,80.15,89.79,142,0.13059701492537315,0.11707870442810203,0.1429534998439592,0.24962523626409425,0.2952198404005634,-0.013518310497271119,0.02587479541585716
782,CRL,CRL US         d,1100682,2005,0001104659-06-016438,10-K,20051231,20060314,20060314,CHARLES RIVER LABORATORIES INTERNATIONAL INC,Not found,766.92,993.33,1058.39,89.79,142,-55.78,0.11707870442810203,0.1429534998439592,-0.05270268993471215,0.2952198404005634,0.06549686408343658,0.02587479541585716,-0.19565618977867133
783,CRL,CRL US         d,1100682,2006,0001104659-07-014407,10-K,20061230,20070227,20070227,CHARLES RIVER LABORATORIES INTERNATIONAL INC,Not found,993.33,1058.39,1230.63,142,-55.78,154.41,0.1429534998439592,-0.05270268993471215,0.1254723190560932,0.06549686408343658,0.16273774317595593,-0.19565618977867133,0.17817500899080535
784,CRL,CRL US         d,1100682,2007,0001047469-08-001507,10-K,20071229,20080220,20080220,CHARLES RIVER LABORATORIES INTERNATIONAL INC,Not found,1058.39,1230.63,1343.49,-55.78,154.41,-524.51,-0.05270268993471215,0.1254723190560932,-0.39040856277307606,0.16273774317595593,0.0917091245947197,0.17817500899080535,-0.5158808818291692
785,CRL,CRL US         d,1100682,2008,0001047469-09-001689,10-K,20081227,20090223,20090223,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1227,1230.63,1343.49,1171.64,154.41,-524.51,114.44,0.1254723190560932,-0.39040856277307606,0.09767505377078282,0.0917091245947197,-0.12791312179472858,-0.5158808818291692,0.4880836165438589
786,CRL,CRL US         d,1100682,2009,0001047469-10-001012,10-K,20091226,20100219,20100219,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1227,1343.49,1171.64,1133.42,-524.51,114.44,-336.67,-0.39040856277307606,0.09767505377078282,-0.2970390499550034,-0.12791312179472858,-0.032620941586152766,0.4880836165438589,-0.39471410372578625
787,CRL,CRL US         d,1100682,2010,0001047469-11-001182,10-K,20101225,20110223,20110223,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1227,1171.64,1133.42,1142.65,114.44,-336.67,109.57,0.09767505377078282,-0.2970390499550034,0.09589113026736094,-0.032620941586152766,0.00814349490921284,-0.39471410372578625,0.39293018022236437
788,CRL,CRL US         d,1100682,2011,0001518519-12-000030,10-K,20111231,20120227,20120227,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1227,1133.42,1142.65,1129.53,-336.67,109.57,97.3,-0.2970390499550034,0.09589113026736094,0.08614202367356334,0.00814349490921284,-0.011482081127204408,0.39293018022236437,-0.009749106593797602
789,CRL,CRL US         d,1100682,2012,0001445305-13-000358,10-K,20121229,20130227,20130227,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1227,1142.65,1129.53,1165.53,109.57,97.3,102.83,0.09589113026736094,0.08614202367356334,0.08822595728981665,-0.011482081127204408,0.03187166343523413,-0.009749106593797602,0.0020839336162533084
790,CRL,CRL US         d,1100682,2013,0001445305-14-000599,10-K,20131228,20140225,20140225,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1227,1129.53,1165.53,1297.66,97.3,102.83,126.7,0.08614202367356334,0.08822595728981665,0.0976372855755745,0.03187166343523413,0.11336473535644738,0.0020839336162533084,0.009411328285757845
791,CRL,CRL US         d,1100682,2014,0001628280-15-000785,10-K,20141227,20150217,20150217,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1227,1165.53,1297.66,1681.43,102.83,126.7,154.76,0.08822595728981665,0.0976372855755745,0.09204070344885008,0.11336473535644738,0.295740024351525,0.009411328285757845,-0.0055965821267244115
792,CRL,CRL US         d,1100682,2016,0001100682-17-000003,10-K,20161231,20170214,20170214,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1231,1297.66,1681.43,1857.6,126.7,154.76,123.36,0.0976372855755745,0.09204070344885008,0.06640826873385013,0.295740024351525,0.10477391268146746,-0.0055965821267244115,-0.025632434714999958
793,CRL,CRL US         d,1100682,2017,0001100682-18-000005,10-K,20171230,20180213,20180213,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1231,1681.43,1857.6,2266.1,154.76,123.36,226.37,0.09204070344885008,0.06640826873385013,0.09989409116985129,0.10477391268146746,0.2199074074074074,-0.025632434714999958,0.033485822436001164
794,CRL,CRL US         d,1100682,2018,0001100682-19-000004,10-K,20181229,20190213,20190213,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1229,1857.6,2266.1,2621.23,123.36,226.37,252.02,0.06640826873385013,0.09989409116985129,0.09614570259000546,0.2199074074074074,0.1567141785446362,0.033485822436001164,-0.0037483885798458294
795,CRL,CRL US         d,1100682,2019,0001100682-20-000005,10-K,20191228,20200211,20200211,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",1228,2266.1,2621.23,2923.93,226.37,252.02,364.3,0.09989409116985129,0.09614570259000546,0.12459258600582095,0.1567141785446362,0.11548013718750351,-0.0037483885798458294,0.028446883415815485
796,CRL,CRL US         d,1100682,2020,0001100682-21-000005,10-K,20201226,20210217,20210217,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",1226,2621.23,2923.93,3540.16,252.02,364.3,390.98,0.09614570259000546,0.12459258600582095,0.11044133598481426,0.11548013718750351,0.21075401941906957,0.028446883415815485,-0.014151250021006687
797,CRL,CRL US         d,1100682,2021,0001100682-22-000007,10-K,20211225,20220216,20220216,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",1225,2923.93,3540.16,3976.06,364.3,390.98,486.23,0.12459258600582095,0.11044133598481426,0.12228940207139732,0.21075401941906957,0.1231300280213324,-0.014151250021006687,0.011848066086583064
798,CRL,CRL US         d,1100682,2022,0001100682-23-000006,10-K,20221231,20230222,20230222,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",1231,3540.16,3976.06,0,390.98,486.23,0,0.11044133598481426,0.12228940207139732,,0.1231300280213324,-1.0,0.011848066086583064,
799,CSCO,CSCO US        d,858877,2014,0000858877-14-000029,10-K,20140726,20140909,20140909,"CISCO SYSTEMS, INC.",0728,0,47142,51904,0,7853,11621,,0.1665818166390904,0.22389411220715166,inf,0.10101395782953629,,0.05731229556806125
800,CSCO,CSCO US        d,858877,2019,0000858877-19-000012,10-K,20190727,20190905,20190905,"CISCO SYSTEMS, INC.",0727,47142,51904,49818,7853,11621,10591,0.1665818166390904,0.22389411220715166,0.21259384158336345,0.10101395782953629,-0.04018958076448829,0.05731229556806125,-0.011300270623788217
801,CSCO,CSCO US        d,858877,2021,0000858877-21-000013,10-K,20210731,20210909,20210909,"CISCO SYSTEMS, INC.",0731,51904,49818,51557.0,11621,10591,11812.0,0.22389411220715166,0.21259384158336345,0.22910565005721822,-0.04018958076448829,0.03490706170460476,-0.011300270623788217,0.016511808473854778
802,CSCO,CSCO US        d,858877,2022,0000858877-22-000013,10-K,20220730,20220908,20220908,"CISCO SYSTEMS, INC.",0730,49818,51557.0,0,10591,11812.0,0,0.21259384158336345,0.22910565005721822,,0.03490706170460476,-1.0,0.016511808473854778,
803,CSGP,CSGP US       d,1057352,2001,0000950133-02-001247,10-K405,20011231,20020328,Not found,COSTAR GROUP INC,1231,0,72.51,79.36,0,-20.16,-4.78,,-0.27803061646669425,-0.06023185483870968,inf,0.09446972831333601,,0.21779876162798456
804,CSGP,CSGP US       d,1057352,2002,0000950133-03-001053,10-K,20021231,20030328,Not found,COSTAR GROUP INC,1231,72.51,79.36,79.36,-20.16,-4.78,-4.78,-0.27803061646669425,-0.06023185483870968,-0.06023185483870968,0.09446972831333601,0.0,0.21779876162798456,0.0
805,CSGP,CSGP US       d,1057352,2002,0000950133-03-003441,10-K/A,20021231,20031015,Not found,COSTAR GROUP INC,1231,79.36,79.36,95.11,-4.78,-4.78,0.1,-0.06023185483870968,-0.06023185483870968,0.0010514141520344864,0.0,0.19846270161290322,0.0,0.06128326899074417
806,CSGP,CSGP US       d,1057352,2003,0000950133-04-000870,10-K,20031231,20040312,Not found,COSTAR GROUP INC,1231,79.36,95.11,134.34,-4.78,0.1,6.46,-0.06023185483870968,0.0010514141520344864,0.04808694357600119,0.19846270161290322,0.41246977184312905,0.06128326899074417,0.0470355294239667
807,CSGP,CSGP US       d,1057352,2005,0000950133-06-001049,10-K,20051231,20060307,20060307,COSTAR GROUP INC,1231,95.11,134.34,158.89,0.1,6.46,12.41,0.0010514141520344864,0.04808694357600119,0.07810434892063693,0.41246977184312905,0.18274527318743475,0.0470355294239667,0.03001740534463574
808,CSGP,CSGP US       d,1057352,2006,0000950133-07-000829,10-K,20061231,20070228,20070227,COSTAR GROUP INC,1231,134.34,158.89,226.26,6.46,12.41,13.29,0.04808694357600119,0.07810434892063693,0.05873773534871387,0.18274527318743475,0.4240040279438606,0.03001740534463574,-0.019366613571923062
809,CSGP,CSGP US       d,1057352,2010,0001057352-11-000012,10-K,20101231,20110225,20110224,COSTAR GROUP INC,1231,158.89,226.26,251.74,12.41,13.29,14.66,0.07810434892063693,0.05873773534871387,0.0582346865813935,0.4240040279438606,0.11261380712454706,-0.019366613571923062,-0.0005030487673203729
810,CSGP,CSGP US       d,1057352,2011,0001057352-12-000024,10-K,20111231,20120223,20120223,COSTAR GROUP INC,1231,226.26,251.74,349.94,13.29,14.66,9.91,0.05873773534871387,0.0582346865813935,0.0283191404240727,0.11261380712454706,0.39008500834194004,-0.0005030487673203729,-0.029915546157320796
811,CSGP,CSGP US       d,1057352,2012,0001057352-13-000013,10-K,20121231,20130301,20130228,COSTAR GROUP INC,1231,251.74,349.94,440.94,14.66,9.91,29.73,0.0582346865813935,0.0283191404240727,0.06742413933868553,0.39008500834194004,0.26004457907069783,-0.029915546157320796,0.03910499891461283
812,CSGP,CSGP US       d,1057352,2013,0001057352-14-000006,10-K,20131231,20140220,20140220,COSTAR GROUP INC,1231,349.94,440.94,575.94,9.91,29.73,44.87,0.0283191404240727,0.06742413933868553,0.07790742091190053,0.26004457907069783,0.30616410395972254,0.03910499891461283,0.010483281573215
813,CSGP,CSGP US       d,1057352,2014,0001057352-15-000012,10-K,20141231,20150226,20150226,COSTAR GROUP INC,1231,440.94,575.94,711.76,29.73,44.87,-3.47,0.06742413933868553,0.07790742091190053,-0.0048752388445543445,0.30616410395972254,0.23582317602528027,0.010483281573215,-0.08278265975645488
814,CSGP,CSGP US       d,1057352,2015,0001057352-16-000103,10-K,20151231,20160226,20160225,COSTAR GROUP INC,1231,575.94,711.76,837.63,44.87,-3.47,85.07,0.07790742091190053,-0.0048752388445543445,0.10156035481059655,0.23582317602528027,0.17684331797235023,-0.08278265975645488,0.1064355936551509
815,CSGP,CSGP US       d,1057352,2016,0001057352-17-000008,10-K,20161231,20170224,20170223,COSTAR GROUP INC,1231,711.76,837.63,965.23,-3.47,85.07,122.7,-0.0048752388445543445,0.10156035481059655,0.1271199610455539,0.17684331797235023,0.15233456299320705,0.1064355936551509,0.025559606234957344
816,CSGP,CSGP US       d,1057352,2017,0001057352-18-000011,10-K,20171231,20180223,20180222,COSTAR GROUP INC,1231,837.63,965.23,1191.83,85.07,122.7,238.33,0.10156035481059655,0.1271199610455539,0.19996979434986537,0.15233456299320705,0.23476269904582317,0.025559606234957344,0.07284983330431147
817,CSGP,CSGP US       d,1057352,2018,0001057352-19-000017,10-K,20181231,20190228,20190228,COSTAR GROUP INC,1231,965.23,1191.83,1399.72,122.7,238.33,314.96,0.1271199610455539,0.19996979434986537,0.22501643185780013,0.23476269904582317,0.17442923906933044,0.07284983330431147,0.02504663750793476
818,CSGP,CSGP US       d,1057352,2019,0001057352-20-000036,10-K,20191231,20200226,20200226,"COSTAR GROUP, INC.",1231,1191.83,1399.72,1659.02,238.33,314.96,227.13,0.19996979434986537,0.22501643185780013,0.13690612530288965,0.17442923906933044,0.18525133598148197,0.02504663750793476,-0.08811030655491048
819,CSGP,CSGP US       d,1057352,2020,0001057352-21-000032,10-K,20201231,20210224,20210224,"COSTAR GROUP, INC.",1231,1399.72,1659.02,1944.14,314.96,227.13,292.56,0.22501643185780013,0.13690612530288965,0.1504829899081342,0.18525133598148197,0.17186049595544364,-0.08811030655491048,0.013576864605244543
820,CSGP,CSGP US       d,1057352,2021,0001057352-22-000027,10-K,20211231,20220223,20220223,"COSTAR GROUP, INC.",1231,1659.02,1944.14,2182.4,227.13,292.56,369.45,0.13690612530288965,0.1504829899081342,0.16928610703812316,0.17186049595544364,0.12255290256874504,0.013576864605244543,0.018803117129988972
821,CSGP,CSGP US       d,1057352,2022,0001057352-23-000030,10-K,20221231,20230222,20230222,"COSTAR GROUP, INC.",1231,1944.14,2182.4,0,292.56,369.45,0,0.1504829899081342,0.16928610703812316,,0.12255290256874504,-1.0,0.018803117129988972,
822,CSX,CSX US         d,277948,2019,0000277948-20-000008,10-K,20191231,20200212,20200212,CSX CORP,1231,0,11937,10583,0,3331,2765,,0.2790483371031247,0.26126807143532077,inf,-0.11342883471559018,,-0.01778026566780394
823,CSX,CSX US         d,277948,2020,0000277948-21-000014,10-K,20201231,20210210,20210210,CSX CORP,1231,11937,10583,12522,3331,2765,3781,0.2790483371031247,0.26126807143532077,0.301948570515892,-0.11342883471559018,0.18321836908249078,-0.01778026566780394,0.04068049908057125
824,CSX,CSX US         d,277948,2021,0000277948-22-000009,10-K,20211231,20220216,20220216,CSX CORP,1231,10583,12522,14853.0,2765,3781,4166.0,0.26126807143532077,0.301948570515892,0.280482057496802,0.18321836908249078,0.18615237182558697,0.04068049908057125,-0.021466513019090028
825,CSX,CSX US         d,277948,2022,0000277948-23-000006,10-K,20221231,20230215,20230215,CSX CORP,1231,12522,14853.0,0,3781,4166.0,0,0.301948570515892,0.280482057496802,,0.18615237182558697,-1.0,-0.021466513019090028,
826,CTAS,CTAS US        d,723254,2020,0000723254-20-000025,10-K,20200531,20200729,20200729,CINTAS CORP,0531,0,7085.12,7116.34,0,876.04,1110.97,,0.12364504764915767,0.15611536267238496,inf,0.004406417957635193,,0.032470315023227295
827,CTAS,CTAS US        d,723254,2021,0000723254-21-000021,10-K,20210531,20210728,20210728,CINTAS CORP,0531,7085.12,7116.34,7854.46,876.04,1110.97,1235.76,0.12364504764915767,0.15611536267238496,0.15733226727235228,0.004406417957635193,0.10372185702200849,0.032470315023227295,0.0012169045999673167
828,CTAS,CTAS US        d,723254,2022,0000723254-22-000019,10-K,20220531,20220727,20220727,CINTAS CORP,0531,7116.34,7854.46,8815.77,1110.97,1235.76,1348.01,0.15611536267238496,0.15733226727235228,0.15290893478391562,0.10372185702200849,0.12239033619115769,0.0012169045999673167,-0.004423332488436654
829,CTAS,CTAS US        d,723254,2023,0000723254-23-000025,10-K,20230531,20230727,20230727,CINTAS CORP,0531,7854.46,8815.77,0,1235.76,1348.01,0,0.15733226727235228,0.15290893478391562,,0.12239033619115769,-1.0,-0.004423332488436654,
830,CTRA,CTRA US        d,858470,2007,0001193125-08-039904,10-K,20071231,20080227,20080227,CABOT OIL & GAS CORP,1231,0,732.17,979.86,0,167.42,122.41,,0.22866274225931135,0.12492600983814013,inf,0.33829575098679276,,-0.10373673242117122
831,CTRA,CTRA US        d,858470,2011,0001047469-12-001751,10-K,20111231,20120228,20120228,CABOT OIL & GAS CORP,1231,732.17,979.86,1746.28,167.42,122.41,279.77,0.22866274225931135,0.12492600983814013,0.16020913026547862,0.33829575098679276,0.7821729634845794,-0.10373673242117122,0.035283120427338485
832,CTRA,CTRA US        d,858470,2013,0001047469-14-001538,10-K,20131231,20140228,20140228,CABOT OIL & GAS CORP,1231,979.86,1746.28,2173.01,122.41,279.77,104.47,0.12492600983814013,0.16020913026547862,0.0480761708413675,0.7821729634845794,0.2443651648074766,0.035283120427338485,-0.11213295942411111
833,CTRA,CTRA US        d,858470,2014,0001628280-15-001120,10-K,20141231,20150227,20150227,CABOT OIL & GAS CORP,1231,1746.28,2173.01,1357.15,279.77,104.47,-113.89,0.16020913026547862,0.0480761708413675,-0.0839185056920753,0.2443651648074766,-0.3754515625790954,-0.11213295942411111,-0.1319946765334428
834,CTRA,CTRA US        d,858470,2015,0000858470-16-000036,10-K,20151231,20160222,20160222,CABOT OIL & GAS CORP,1231,2173.01,1357.15,1155.68,104.47,-113.89,-417.12,0.0480761708413675,-0.0839185056920753,-0.3609303613457012,-0.3754515625790954,-0.14845079762738092,-0.1319946765334428,-0.2770118556536259
835,CTRA,CTRA US        d,858470,2016,0000858470-17-000007,10-K,20161231,20170227,20170227,CABOT OIL & GAS CORP,1231,1357.15,1155.68,1764.22,-113.89,-417.12,100.39,-0.0839185056920753,-0.3609303613457012,0.05690333405130879,-0.14845079762738092,0.5265644469057178,-0.2770118556536259,0.41783369539701
836,CTRA,CTRA US        d,858470,2017,0000858470-18-000006,10-K,20171231,20180301,20180228,CABOT OIL & GAS CORP,1231,1155.68,1764.22,1764.22,-417.12,100.39,100.39,-0.3609303613457012,0.05690333405130879,0.05690333405130879,0.5265644469057178,0.0,0.41783369539701,0.0
837,CTRA,CTRA US        d,858470,2017,0000858470-18-000009,10-K/A,20171231,20180302,20180301,CABOT OIL & GAS CORP,1231,1764.22,1764.22,2188.15,100.39,100.39,557.04,0.05690333405130879,0.05690333405130879,0.2545712131252428,0.0,0.24029316071691742,0.0,0.197667879073934
838,CTRA,CTRA US        d,858470,2018,0000858470-19-000008,10-K,20181231,20190226,20190226,CABOT OIL & GAS CORP,1231,1764.22,2188.15,2066,100.39,557.04,681,0.05690333405130879,0.2545712131252428,0.32962245885769603,0.24029316071691742,-0.055823412471722726,0.197667879073934,0.07505124573245325
839,CTRA,CTRA US        d,858470,2019,0000858470-20-000012,10-K,20191231,20200225,20200225,CABOT OIL & GAS CORP,1231,2188.15,2066,1466,557.04,681,201,0.2545712131252428,0.32962245885769603,0.13710777626193724,-0.055823412471722726,-0.2904162633107454,0.07505124573245325,-0.1925146825957588
840,CTRA,CTRA US        d,858470,2020,0000858470-21-000013,10-K,20201231,20210226,20210226,CABOT OIL & GAS CORP,1231,2066,1466,3449,681,201,1158,0.32962245885769603,0.13710777626193724,0.3357494926065526,-0.2904162633107454,1.3526603001364257,-0.1925146825957588,0.1986417163446154
841,CTRA,CTRA US        d,858470,2021,0000858470-22-000009,10-K,20211231,20220301,20220301,Coterra Energy Inc.,1231,1466,3449,9051.0,201,1158,4065.0,0.13710777626193724,0.3357494926065526,0.44912164401723564,1.3526603001364257,1.6242389098289358,0.1986417163446154,0.11337215141068302
842,CTRA,CTRA US        d,858470,2022,0000858470-23-000011,10-K,20221231,20230227,20230227,Coterra Energy Inc.,1231,3449,9051.0,0,1158,4065.0,0,0.3357494926065526,0.44912164401723564,,1.6242389098289358,-1.0,0.11337215141068302,
843,CTSH,CTSH US        d,1058290,2004,0000950123-05-003226,10-K,20041231,20050316,20050316,COGNIZANT TECHNOLOGY SOLUTIONS CORP,1231,0,586.67,885.83,0,100.24,166.27,,0.17086266555303664,0.18769967149453057,inf,0.5099289208584044,,0.016837005941493927
844,CTSH,CTSH US        d,1058290,2005,0001193125-06-054940,10-K,20051231,20060315,20060315,COGNIZANT TECHNOLOGY SOLUTIONS CORP,1231,586.67,885.83,1424.27,100.24,166.27,232.8,0.17086266555303664,0.18769967149453057,0.16345215443700983,0.5099289208584044,0.6078367181061828,0.016837005941493927,-0.024247517057520734
845,CTSH,CTSH US        d,1058290,2006,0001193125-07-034095,10-K,20061231,20070216,20070216,COGNIZANT TECHNOLOGY SOLUTIONS CORP,1231,885.83,1424.27,2135.58,166.27,232.8,350.13,0.18769967149453057,0.16345215443700983,0.16395077683814233,0.6078367181061828,0.4994207558960028,-0.024247517057520734,0.0004986224011324925
846,CTSH,CTSH US        d,1058290,2007,0001193125-08-042031,10-K,20071231,20080228,20080228,COGNIZANT TECHNOLOGY SOLUTIONS CORP,1231,1424.27,2135.58,2816.3,232.8,350.13,430.85,0.16345215443700983,0.16395077683814233,0.1529844121719987,0.4994207558960028,0.3187518144953597,0.0004986224011324925,-0.010966364666143619
847,CTSH,CTSH US        d,1058290,2008,0001193125-09-042103,10-K,20081231,20090302,20090302,COGNIZANT TECHNOLOGY SOLUTIONS CORP,1231,2135.58,2816.3,3278.66,350.13,430.85,534.96,0.16395077683814233,0.1529844121719987,0.1631642195287099,0.3187518144953597,0.16417285090366782,-0.010966364666143619,0.010179807356711201
848,CTSH,CTSH US        d,1058290,2009,0001193125-10-040500,10-K,20091231,20100225,20100225,COGNIZANT TECHNOLOGY SOLUTIONS CORP,1231,2816.3,3278.66,4592.39,430.85,534.96,733.54,0.1529844121719987,0.1631642195287099,0.15972946548529196,0.16417285090366782,0.4006911360128835,0.010179807356711201,-0.003434754043417948
849,CTSH,CTSH US        d,1058290,2010,0001193125-11-043696,10-K,20101231,20110223,20110223,COGNIZANT TECHNOLOGY SOLUTIONS CORP,1231,3278.66,4592.39,6121.16,534.96,733.54,883.62,0.1631642195287099,0.15972946548529196,0.1443549915375517,0.4006911360128835,0.3328920235432965,-0.003434754043417948,-0.015374473947740247
850,CTSH,CTSH US        d,1058290,2011,0001193125-12-081638,10-K,20111231,20120227,20120227,COGNIZANT TECHNOLOGY SOLUTIONS CORP,1231,4592.39,6121.16,7346.47,733.54,883.62,1051.26,0.15972946548529196,0.1443549915375517,0.14309729706920465,0.3328920235432965,0.20017611041044514,-0.015374473947740247,-0.0012576944683470592
851,CTSH,CTSH US        d,1058290,2012,0001193125-13-077271,10-K,20121231,20130226,20130226,COGNIZANT TECHNOLOGY SOLUTIONS CORP,1231,6121.16,7346.47,8843.2,883.62,1051.26,1228.6,0.1443549915375517,0.14309729706920465,0.13893160846752306,0.20017611041044514,0.20373458273157047,-0.0012576944683470592,-0.004165688601681594
852,CTSH,CTSH US        d,1058290,2013,0001193125-14-067531,10-K,20131231,20140225,20140225,COGNIZANT TECHNOLOGY SOLUTIONS CORP,1231,7346.47,8843.2,10263,1051.26,1228.6,1439,0.14309729706920465,0.13893160846752306,0.14021241352431063,0.20373458273157047,0.1605527410891984,-0.004165688601681594,0.0012808050567875706
853,CTSH,CTSH US        d,1058290,2014,0001058290-15-000006,10-K,20141231,20150227,20150227,COGNIZANT TECHNOLOGY SOLUTIONS CORP,1231,8843.2,10263,12416,1228.6,1439,1624,0.13893160846752306,0.14021241352431063,0.13079896907216496,0.1605527410891984,0.20978271460586573,0.0012808050567875706,-0.009413444452145675
854,CTSH,CTSH US        d,1058290,2015,0001058290-16-000049,10-K,20151231,20160225,20160225,COGNIZANT TECHNOLOGY SOLUTIONS CORP,1231,10263,12416,13487,1439,1624,1553,0.14021241352431063,0.13079896907216496,0.1151479202194706,0.20978271460586573,0.08625966494845361,-0.009413444452145675,-0.01565104885269436
855,CTSH,CTSH US        d,1058290,2016,0001058290-17-000008,10-K,20161231,20170301,20170301,COGNIZANT TECHNOLOGY SOLUTIONS CORP,1231,12416,13487,14810,1624,1553,1504,0.13079896907216496,0.1151479202194706,0.10155300472653613,0.08625966494845361,0.09809446133313561,-0.01565104885269436,-0.01359491549293447
856,CTSH,CTSH US        d,1058290,2017,0001058290-18-000009,10-K,20171231,20180227,20180227,COGNIZANT TECHNOLOGY SOLUTIONS CORP,1231,13487,14810,16125,1553,1504,2101,0.1151479202194706,0.10155300472653613,0.13029457364341085,0.09809446133313561,0.0887913571910871,-0.01359491549293447,0.028741568916874724
857,CTSH,CTSH US        d,1058290,2018,0001058290-19-000009,10-K,20181231,20190219,20190219,COGNIZANT TECHNOLOGY SOLUTIONS CORP,1231,14810,16125,16783,1504,2101,1842,0.10155300472653613,0.13029457364341085,0.1097539176547697,0.0887913571910871,0.0408062015503876,0.028741568916874724,-0.020540655988641146
858,CTSH,CTSH US        d,1058290,2019,0001058290-20-000008,10-K,20191231,20200214,20200214,COGNIZANT TECHNOLOGY SOLUTIONS CORP,1231,16125,16783,16652,2101,1842,1392,0.13029457364341085,0.1097539176547697,0.08359356233485467,0.0408062015503876,-0.007805517487934219,-0.020540655988641146,-0.026160355319915035
859,CTSH,CTSH US        d,1058290,2020,0001058290-21-000031,10-K,20201231,20210212,20210212,COGNIZANT TECHNOLOGY SOLUTIONS CORP,1231,16783,16652,18507,1842,1392,2137,0.1097539176547697,0.08359356233485467,0.1154698222294267,-0.007805517487934219,0.11139803026663464,-0.026160355319915035,0.03187625989457203
860,CTSH,CTSH US        d,1058290,2021,0001058290-22-000023,10-K,20211231,20220216,20220216,COGNIZANT TECHNOLOGY SOLUTIONS CORP,1231,16652,18507,19428.0,1392,2137,2290.0,0.08359356233485467,0.1154698222294267,0.11787111385628989,0.11139803026663464,0.04976495380126439,0.03187625989457203,0.002401291626863186
861,CTSH,CTSH US        d,1058290,2022,0001058290-23-000027,10-K,20221231,20230215,20230215,COGNIZANT TECHNOLOGY SOLUTIONS CORP,1231,18507,19428.0,0,2137,2290.0,0,0.1154698222294267,0.11787111385628989,,0.04976495380126439,-1.0,0.002401291626863186,
